Date,Open,High,Low,Close,Adj Close,Volume
2011-07-14,13.25,13.25,13.25,13.25,13.25,40000
2011-07-26,13.279999732971191,13.289999961853027,13.279999732971191,13.289999961853027,13.289999961853027,40000
2011-07-27,13.149999618530273,13.149999618530273,13.149999618530273,13.149999618530273,13.149999618530273,4000
2011-07-29,13.039999961853027,13.039999961853027,13.039999961853027,13.039999961853027,13.039999961853027,1910
2011-08-03,13.229999542236328,13.270000457763672,13.220000267028809,13.220000267028809,13.220000267028809,120000
2011-08-04,13.350000381469727,13.380000114440918,13.350000381469727,13.380000114440918,13.380000114440918,40000
2011-08-08,13.779999732971191,13.84000015258789,13.779999732971191,13.84000015258789,13.84000015258789,40000
2011-08-09,14.140000343322754,14.25,14.140000343322754,14.149999618530273,14.149999618530273,100000
2011-08-11,13.920000076293945,13.920000076293945,13.920000076293945,13.920000076293945,13.920000076293945,9000
2011-09-08,13.260000228881836,13.260000228881836,13.260000228881836,13.260000228881836,13.260000228881836,20000
2011-09-20,13.359999656677246,13.359999656677246,13.359999656677246,13.359999656677246,13.359999656677246,20000
2011-09-22,13.520000457763672,13.550000190734863,13.520000457763672,13.550000190734863,13.550000190734863,5910
2011-09-23,13.779999732971191,13.829999923706055,13.779999732971191,13.829999923706055,13.829999923706055,10307
2011-09-27,13.739999771118164,13.739999771118164,13.739999771118164,13.739999771118164,13.739999771118164,20000
2011-09-28,13.739999771118164,13.739999771118164,13.739999771118164,13.739999771118164,13.739999771118164,350
2011-09-29,13.890000343322754,13.890000343322754,13.890000343322754,13.890000343322754,13.890000343322754,10121
2011-10-12,13.770000457763672,13.770000457763672,13.770000457763672,13.770000457763672,13.770000457763672,73
2011-10-13,13.539999961853027,13.539999961853027,13.539999961853027,13.539999961853027,13.539999961853027,10000
2011-10-24,13.359999656677246,13.359999656677246,13.359999656677246,13.359999656677246,13.359999656677246,1813
2011-10-26,13.369999885559082,13.369999885559082,13.369999885559082,13.369999885559082,13.369999885559082,10000
2011-11-23,13.770000457763672,13.770000457763672,13.770000457763672,13.770000457763672,13.770000457763672,20000
2011-11-30,13.300000190734863,13.300000190734863,13.300000190734863,13.300000190734863,13.300000190734863,3878
2011-12-16,13.109999656677246,13.109999656677246,13.109999656677246,13.109999656677246,13.109999656677246,350
2012-01-13,12.399999618530273,12.399999618530273,12.399999618530273,12.399999618530273,12.399999618530273,1
2012-02-01,12.350000381469727,12.350000381469727,12.350000381469727,12.350000381469727,12.350000381469727,400
2012-02-13,12.40999984741211,12.40999984741211,12.40999984741211,12.40999984741211,12.40999984741211,950
2012-02-14,12.350000381469727,12.350000381469727,12.350000381469727,12.350000381469727,12.350000381469727,800
2012-02-16,12.220000267028809,12.220000267028809,12.220000267028809,12.220000267028809,12.220000267028809,160
2012-02-22,12.449999809265137,12.449999809265137,12.449999809265137,12.449999809265137,12.449999809265137,3200
2012-02-23,12.489999771118164,12.5,12.489999771118164,12.5,12.5,2000
2012-02-29,12.520000457763672,12.520000457763672,12.520000457763672,12.520000457763672,12.520000457763672,1200
2012-03-05,12.329999923706055,12.329999923706055,12.329999923706055,12.329999923706055,12.329999923706055,3170
2012-03-06,12.460000038146973,12.460000038146973,12.460000038146973,12.460000038146973,12.460000038146973,300
2012-03-08,12.460000038146973,12.460000038146973,12.460000038146973,12.460000038146973,12.460000038146973,300
2012-04-03,12.779999732971191,12.779999732971191,12.779999732971191,12.779999732971191,12.779999732971191,480
2012-04-10,12.729999542236328,12.729999542236328,12.729999542236328,12.729999542236328,12.729999542236328,4000
2012-04-20,12.75,12.75,12.75,12.75,12.75,3300
2012-04-23,12.760000228881836,12.760000228881836,12.760000228881836,12.760000228881836,12.760000228881836,3000
2012-05-17,12.8100004196167,12.8100004196167,12.8100004196167,12.8100004196167,12.8100004196167,2800
2012-05-21,12.979999542236328,12.979999542236328,12.979999542236328,12.979999542236328,12.979999542236328,3200
2012-05-30,12.720000267028809,12.720000267028809,12.720000267028809,12.720000267028809,12.720000267028809,4000
2012-06-04,12.800000190734863,12.800000190734863,12.800000190734863,12.800000190734863,12.800000190734863,1200
2012-06-05,14.0,14.0,12.829999923706055,12.829999923706055,12.829999923706055,20090
2012-06-12,12.550000190734863,12.550000190734863,12.550000190734863,12.550000190734863,12.550000190734863,18445
2012-06-18,12.464300155639648,12.464300155639648,12.464300155639648,12.464300155639648,12.464300155639648,0
