Time,Price $,Volume,Value $,Market,Condition
4:10:16 PM,50.85,396,20136.6,ASX,
4:10:16 PM,50.85,104,5288.4,ASX,
4:10:16 PM,50.85,83,4220.55,ASX,
4:10:16 PM,50.85,31,1576.35,ASX,
4:10:16 PM,50.85,682,34679.7,ASX,
4:10:16 PM,50.85,200,10170,ASX,
3:59:52 PM,50.84,150,7626,ASX,
3:59:41 PM,50.89,700,35623,ASX,
3:59:40 PM,50.85,100,5085,ASX,
3:59:31 PM,50.9,50,2545,CXA,
3:59:22 PM,51.01,350,17853.5,ASX,
3:59:22 PM,51.01,100,5101,ASX,
3:58:43 PM,50.88,196,9972.48,ASX,
3:58:39 PM,50.89,322,16386.58,ASX,
3:58:39 PM,50.89,178,9058.42,ASX,
3:58:36 PM,50.9,70,3563,ASX,
3:58:36 PM,50.9,400,20360,ASX,
3:58:20 PM,50.93,10,509.3,ASX,
3:58:03 PM,50.92,955,48628.6,CXA,
3:58:02 PM,50.94,100,5094,ASX,
3:57:13 PM,50.94,100,5094,ASX,
3:57:01 PM,50.95,10,509.5,ASX,
3:56:59 PM,50.94,100,5094,ASX,
3:56:49 PM,50.94,500,25470,ASX,
3:56:19 PM,50.94,19,967.86,ASX,
3:56:16 PM,50.92,1000,50920,ASX,
3:55:30 PM,50.93,30,1527.9,ASX,
3:55:29 PM,50.94,1000,50940,CXA,
3:54:08 PM,50.92,500,25460,CXA,
3:53:51 PM,50.92,97,4939.24,ASX,
3:53:41 PM,50.92,100,5092,CXA,
3:53:39 PM,50.93,490,24955.7,CXA,
3:53:09 PM,50.94,120,6112.8,CXA,
3:52:24 PM,50.95,100,5095,ASX,
3:52:24 PM,50.95,700,35665,CXA,
3:52:02 PM,50.97,117,5963.49,CXA,
3:51:55 PM,50.95,5,254.75,ASX,
3:51:23 PM,50.95,1000,50950,ASX,
3:50:44 PM,50.93,95,4838.35,CXA,
3:49:38 PM,50.96,800,40768,CXA,
3:49:14 PM,50.93,100,5093,ASX,
3:48:42 PM,50.94,495,25215.3,CXA,
3:47:32 PM,50.98,4000,203920,ASX,
3:47:23 PM,50.99,390,19886.1,CXA,
3:47:05 PM,50.98,96,4894.08,ASX,
3:46:51 PM,51,293,14943,CXA,
3:45:42 PM,50.99,300,15297,CXA,
3:44:51 PM,50.97,68,3465.96,ASX,
3:44:41 PM,50.96,108,5503.68,CXA,
3:43:58 PM,50.97,2000,101940,CXA,
3:43:54 PM,50.96,19,968.24,ASX,
3:43:18 PM,50.97,370,18858.9,CXA,
3:43:17 PM,50.97,98,4995.06,CXA,
3:43:13 PM,50.96,300,15288,ASX,
3:43:13 PM,50.96,100,5096,ASX,
3:43:04 PM,50.98,349,17792.02,CXA,
3:42:49 PM,50.98,97,4945.06,CXA,
3:42:34 PM,50.96,69,3516.24,ASX,
3:42:00 PM,50.99,18,917.82,ASX,
3:41:59 PM,50.99,365,18611.35,ASX,
3:41:59 PM,50.99,208,10605.92,ASX,
3:41:59 PM,50.99,2000,101980,ASX,
3:41:59 PM,50.99,2000,101980,ASX,
3:41:59 PM,50.99,3033,154652.67,CXA,
3:40:36 PM,50.97,1197,61011.09,CXA,
3:40:35 PM,50.97,477,24312.69,ASX,
3:40:35 PM,50.97,1069,54486.93,ASX,
3:40:35 PM,50.97,6000,305820,ASX,
3:40:09 PM,51,1000,51000,ASX,
3:40:09 PM,51,60,3060,ASX,
3:39:49 PM,51.04,50,2552,ASX,
3:38:28 PM,51.06,97,4952.82,CXA,
3:37:27 PM,51.12,136,6952.32,ASX,
3:37:01 PM,51.06,334,17054.04,CXA,
3:36:55 PM,51.08,400,20432,CXA,
3:36:06 PM,51.09,500,25545,ASX,
3:33:59 PM,51.05,3500,178675,ASX,
3:33:17 PM,50.99,167,8515.33,ASX,
3:32:06 PM,50.95,18,917.1,ASX,
3:32:06 PM,50.95,101,5145.95,ASX,
3:32:06 PM,50.95,1600,81520,ASX,
3:31:00 PM,50.9,98,4988.2,CXA,
3:30:46 PM,50.88,100,5088,ASX,
3:30:12 PM,50.87,418,21263.66,ASX,
