Time,Price $,Volume,Value $,Market,Condition
4:10:16 PM,7.83,9462,74087.46,ASX,
4:10:16 PM,7.83,1000,7830,ASX,
4:10:16 PM,7.83,100,783,ASX,
4:10:16 PM,7.83,650,5089.5,ASX,
4:10:16 PM,7.83,2000,15660,ASX,
4:10:16 PM,7.83,1200,9396,ASX,
4:10:16 PM,7.83,588,4604.04,ASX,
4:10:16 PM,7.83,1000,7830,ASX,
4:10:16 PM,7.83,1000,7830,ASX,
4:10:16 PM,7.83,412,3225.96,ASX,
4:10:16 PM,7.83,588,4604.04,ASX,
4:10:16 PM,7.83,500,3915,ASX,
4:10:16 PM,7.83,500,3915,ASX,
4:10:16 PM,7.83,1000,7830,ASX,
4:10:16 PM,7.83,1000,7830,ASX,
4:10:16 PM,7.83,1000,7830,ASX,
4:10:16 PM,7.83,1000,7830,ASX,
4:10:16 PM,7.83,1000,7830,ASX,
4:10:16 PM,7.83,1000,7830,ASX,
3:59:49 PM,7.84,1500,11760,ASX,
3:59:04 PM,7.99,1500,11985,ASX,
3:58:23 PM,7.92,6300,49896,ASX,
3:58:23 PM,7.92,7700,60984,ASX,
3:57:45 PM,7.91,1263,9990.33,ASX,
3:57:36 PM,7.81,1000,7810,ASX,
3:57:36 PM,7.82,3500,27370,ASX,
3:57:36 PM,7.82,5000,39100,ASX,
3:57:36 PM,7.82,1500,11730,ASX,
3:57:36 PM,7.83,1000,7830,ASX,
3:57:36 PM,7.85,8500,66725,ASX,
3:57:36 PM,7.87,4000,31480,ASX,
3:55:37 PM,7.93,1400,11102,ASX,
3:55:37 PM,7.9,1200,9480,ASX,
3:55:27 PM,7.92,300,2376,ASX,
3:53:15 PM,7.81,4000,31240,ASX,
3:53:15 PM,7.82,500,3910,ASX,
3:53:15 PM,7.86,2500,19650,ASX,
3:53:15 PM,7.87,1270,9994.9,ASX,
3:53:07 PM,7.92,1000,7920,ASX,
3:53:00 PM,7.93,600,4758,ASX,XT
3:52:40 PM,7.93,200,1586,ASX,XT
3:52:29 PM,7.92,2000,15840,ASX,
3:52:13 PM,7.94,8000,63520,ASX,
3:52:03 PM,7.97,1240,9882.8,ASX,
3:51:37 PM,8,3333,26664,ASX,
3:51:34 PM,8.03,1000,8030,ASX,
3:51:31 PM,8,5000,40000,ASX,
3:50:49 PM,8.05,63,507.15,ASX,
3:50:29 PM,8,262,2096,ASX,
3:50:19 PM,8,65,520,ASX,
3:47:46 PM,8.1,1600,12960,ASX,
3:47:46 PM,8.06,400,3224,CXA,
3:47:32 PM,8.06,600,4836,CXA,
3:46:14 PM,7.8,1000,7800,ASX,
3:46:14 PM,7.8,1000,7800,ASX,
3:46:14 PM,7.8,1000,7800,ASX,
3:46:14 PM,7.8,1000,7800,ASX,
3:46:14 PM,7.8,1000,7800,ASX,
3:46:13 PM,7.8,1000,7800,ASX,
3:46:12 PM,7.8,1000,7800,ASX,
3:46:12 PM,7.8,1000,7800,ASX,
3:46:12 PM,7.8,1000,7800,ASX,
3:46:12 PM,7.8,1000,7800,ASX,
3:46:11 PM,8.03,500,4015,ASX,
3:46:11 PM,8,1500,12000,CXA,
3:46:10 PM,7.8,3800,29640,ASX,
3:46:10 PM,7.8,1200,9360,ASX,
3:46:10 PM,7.8,3800,29640,ASX,
3:46:10 PM,7.82,1200,9384,ASX,
3:46:00 PM,7.93,2133,16914.69,ASX,
3:45:58 PM,7.93,15000,118950,ASX,
3:45:56 PM,7.93,15000,118950,ASX,
3:45:03 PM,7.93,127,1007.11,ASX,
3:44:54 PM,7.9,1500,11850,CXA,
3:44:23 PM,7.88,600,4728,ASX,
3:44:18 PM,7.94,1000,7940,ASX,
3:44:02 PM,7.85,1000,7850,ASX,
3:44:02 PM,7.85,1500,11775,ASX,
3:44:01 PM,7.83,12000,93960,ASX,
3:44:01 PM,7.85,1500,11775,CXA,
3:43:58 PM,7.8,250,1950,ASX,
3:42:40 PM,7.87,3000,23610,ASX,
3:40:56 PM,7.78,5000,38900,ASX,
3:40:48 PM,7.81,1270,9918.7,ASX,
3:40:46 PM,7.81,300,2343,ASX,
3:40:31 PM,7.8,200,1560,ASX,
3:40:31 PM,7.8,100,780,ASX,
3:40:18 PM,7.84,5700,44688,ASX,
3:40:18 PM,7.84,300,2352,CXA,
3:40:13 PM,7.84,1200,9408,CXA,
3:39:49 PM,7.85,5000,39250,ASX,
3:38:50 PM,7.84,500,3920,ASX,
3:38:47 PM,7.84,2000,15680,ASX,
3:37:18 PM,7.78,400,3112,ASX,
3:37:07 PM,7.79,520,4050.8,ASX,
3:36:03 PM,7.76,548,4252.48,ASX,
3:36:02 PM,7.76,1400,10864,CXA,
3:34:17 PM,7.7,1000,7700,ASX,
3:34:14 PM,7.76,400,3104,ASX,
3:31:37 PM,7.68,1461,11220.48,ASX,XT
3:31:08 PM,7.68,39,299.52,ASX,
3:31:02 PM,7.68,500,3840,ASX,
3:29:31 PM,7.65,10000,76500,ASX,
3:29:31 PM,7.62,10735,81800.7,ASX,
3:29:09 PM,7.61,1265,9626.65,ASX,
3:29:09 PM,7.61,2000,15220,ASX,
3:29:06 PM,7.62,1000,7620,ASX,
3:28:20 PM,7.65,10000,76500,ASX,
3:28:16 PM,7.67,1266,9710.22,ASX,
3:27:52 PM,7.67,734,5629.78,CXA,
3:27:44 PM,7.67,500,3835,CXA,
3:27:09 PM,7.65,5000,38250,ASX,
3:26:50 PM,7.67,766,5875.22,CXA,
3:26:09 PM,7.64,200,1528,ASX,
3:26:03 PM,7.64,130,993.2,ASX,
3:25:54 PM,7.62,1400,10668,ASX,
3:25:54 PM,7.62,1000,7620,ASX,
3:25:51 PM,7.66,3000,22980,ASX,
3:25:17 PM,7.66,1000,7660,ASX,
3:23:46 PM,7.66,600,4596,ASX,
3:22:52 PM,7.69,129,992.01,ASX,
3:22:52 PM,7.7,649,4997.3,ASX,
3:22:29 PM,7.66,1000,7660,ASX,
3:22:23 PM,7.67,400,3068,ASX,
3:21:19 PM,7.69,320,2460.8,ASX,
3:21:13 PM,7.69,4000,30760,ASX,
3:21:03 PM,7.69,64,492.16,ASX,
3:20:45 PM,7.69,130,999.7,ASX,
3:20:27 PM,7.7,300,2310,ASX,
3:17:47 PM,7.72,200,1544,ASX,
3:16:54 PM,7.65,1307,9998.55,ASX,
3:16:54 PM,7.65,180,1377,ASX,
3:16:10 PM,7.72,1300,10036,ASX,
3:13:57 PM,7.74,127,982.98,ASX,
3:13:34 PM,7.74,180,1393.2,ASX,
3:12:50 PM,7.75,2000,15500,ASX,
3:12:50 PM,7.75,2000,15500,CXA,
3:12:44 PM,7.55,600,4530,ASX,
3:12:19 PM,7.76,2000,15520,ASX,
3:12:19 PM,7.75,3000,23250,CXA,
3:11:39 PM,7.76,578,4485.28,ASX,
3:11:39 PM,7.75,922,7145.5,CXA,
3:10:58 PM,7.75,1200,9300,CXA,
3:10:41 PM,7.75,1000,7750,CXA,
3:09:54 PM,7.55,650,4907.5,ASX,
3:09:54 PM,7.56,1200,9072,ASX,
3:09:54 PM,7.6,2000,15200,ASX,
3:09:52 PM,7.65,2000,15300,ASX,
3:09:52 PM,7.65,365,2792.25,ASX,
3:09:52 PM,7.65,343,2623.95,ASX,
3:09:04 PM,7.65,1000,7650,ASX,
3:08:22 PM,7.75,5000,38750,ASX,
3:07:51 PM,7.75,10000,77500,ASX,
3:05:18 PM,7.83,500,3915,ASX,
3:03:47 PM,7.87,100,787,CXA,
3:00:21 PM,7.88,481,3790.28,ASX,
2:59:48 PM,7.7,800,6160,ASX,
2:59:48 PM,7.7,1000,7700,ASX,
2:59:48 PM,7.71,3000,23130,ASX,
2:59:48 PM,7.73,129,997.17,ASX,
2:59:48 PM,7.75,5000,38750,ASX,
2:59:48 PM,7.75,2500,19375,ASX,
2:59:48 PM,7.8,125,975,ASX,
2:59:42 PM,7.85,1000,7850,ASX,
2:58:08 PM,7.89,640,5049.6,CXA,
2:58:03 PM,7.89,500,3945,CXA,
2:52:03 PM,7.9,2157,17040.3,ASX,
2:52:03 PM,7.88,4240,33411.2,CXA,
2:52:03 PM,7.88,60,472.8,CXA,
2:51:51 PM,7.85,400,3140,ASX,
2:50:50 PM,7.9,700,5530,CXA,
2:50:48 PM,7.91,63,498.33,ASX,
2:49:49 PM,7.87,200,1574,ASX,
2:49:28 PM,7.86,6500,51090,ASX,
2:48:51 PM,7.85,608,4772.8,ASX,
2:48:16 PM,7.85,1300,10205,ASX,
2:47:56 PM,7.85,1000,7850,ASX,
2:47:50 PM,7.85,700,5495,ASX,
2:45:09 PM,7.65,657,5026.05,ASX,
2:44:58 PM,7.5,2367,17752.5,ASX,XT
2:44:58 PM,7.5,133,997.5,ASX,XT
2:44:58 PM,7.63,1000,7630,ASX,
