Time,Price $,Volume,Value $,Market,Condition
4:10:40 PM,75.9,319,24212.1,ASX,
4:10:40 PM,75.9,809,61403.1,ASX,
4:10:40 PM,75.9,200,15180,ASX,
4:10:40 PM,75.9,1813,137606.7,ASX,
4:10:40 PM,75.9,497,37722.3,ASX,
4:10:40 PM,75.9,190,14421,ASX,
4:10:40 PM,75.9,26,1973.4,ASX,
4:10:40 PM,75.9,250,18975,ASX,
4:10:40 PM,75.9,31,2352.9,ASX,
3:59:56 PM,75.4,391,29481.4,ASX,
3:59:55 PM,75.4,59,4448.6,ASX,
3:59:55 PM,75.4,206,15532.4,ASX,
3:59:52 PM,75.4,274,20659.6,ASX,
3:59:49 PM,75.44,500,37720,ASX,
3:59:46 PM,75.5,15,1132.5,CXA,
3:59:42 PM,75.52,196,14801.92,ASX,
3:59:42 PM,75.52,56,4229.12,ASX,
3:59:38 PM,75.5,147,11098.5,ASX,
3:59:36 PM,75.5,3,226.5,ASX,
3:59:31 PM,75.49,1,75.49,ASX,
3:59:29 PM,75.52,132,9968.64,CXA,
3:59:29 PM,75.52,2,151.04,ASX,
3:59:28 PM,75.52,92,6947.84,ASX,
3:59:28 PM,75.52,264,19937.28,CXA,
3:59:22 PM,75.49,391,29516.59,ASX,
3:59:18 PM,75.45,2227,168027.15,ASX,
3:59:13 PM,75.45,60,4527,ASX,
3:59:11 PM,75.45,739,55757.55,ASX,
3:59:11 PM,75.45,166,12524.7,ASX,
3:59:11 PM,75.45,150,11317.5,ASX,
3:59:11 PM,75.45,1012,76355.4,ASX,
3:59:11 PM,75.45,66,4979.7,ASX,
3:59:09 PM,75.45,80,6036,ASX,
3:59:09 PM,75.46,70,5282.2,ASX,
3:59:09 PM,75.49,25,1887.25,ASX,
3:59:09 PM,75.46,80,6036.8,ASX,
3:59:09 PM,75.46,150,11319,ASX,
3:59:09 PM,75.46,150,11319,ASX,
3:59:09 PM,75.46,80,6036.8,ASX,
3:59:09 PM,75.46,150,11319,ASX,
3:59:04 PM,75.49,66,4982.34,CXA,
3:59:02 PM,75.47,80,6037.6,ASX,
3:58:50 PM,75.46,252,19015.92,ASX,
3:58:49 PM,75.45,150,11317.5,ASX,
3:58:49 PM,75.45,150,11317.5,ASX,
3:58:44 PM,75.44,298,22481.12,ASX,
3:58:17 PM,75.44,132,9958.08,CXA,
3:58:16 PM,75.43,66,4978.38,ASX,
3:58:16 PM,75.43,100,7543,ASX,
3:58:10 PM,75.44,107,8072.08,ASX,
3:57:50 PM,75.4,140,10556,ASX,
3:57:50 PM,75.4,210,15834,ASX,
3:57:50 PM,75.41,6,452.46,ASX,
3:57:49 PM,75.42,100,7542,ASX,
3:57:37 PM,75.45,265,19994.25,ASX,
3:57:30 PM,75.47,65,4905.55,CXA,
3:57:10 PM,75.42,100,7542,ASX,
3:56:58 PM,75.45,530,39988.5,ASX,
3:56:58 PM,75.46,100,7546,ASX,
3:56:47 PM,75.49,39,2944.11,ASX,
3:56:25 PM,75.42,100,7542,ASX,
3:56:23 PM,75.44,20,1508.8,CXA,
3:56:10 PM,75.44,130,9807.2,CXA,
3:55:48 PM,75.43,5,377.15,ASX,
3:55:39 PM,75.44,566,42699.04,ASX,
3:55:39 PM,75.44,850,64124,ASX,
3:55:39 PM,75.44,150,11316,ASX,
3:55:35 PM,75.44,53,3998.32,ASX,
3:55:35 PM,75.44,80,6035.2,ASX,
3:55:31 PM,75.45,39,2942.55,ASX,
3:55:22 PM,75.44,270,20368.8,ASX,
3:55:22 PM,75.44,150,11316,ASX,
3:55:09 PM,75.45,270,20371.5,ASX,
3:55:05 PM,75.42,709,53472.78,ASX,
3:55:05 PM,75.42,150,11313,ASX,
3:54:32 PM,75.42,514,38765.88,ASX,
3:54:32 PM,75.41,150,11311.5,ASX,
3:54:24 PM,75.34,17,1280.78,ASX,
3:54:24 PM,75.34,100,7534,ASX,
3:54:24 PM,75.34,150,11301,ASX,
