Time,Price $,Volume,Value $,Market,Condition
4:10:40 PM,2.08,51166,106425.28,ASX,
4:10:40 PM,2.08,2403,4998.24,ASX,
4:10:40 PM,2.08,6815,14175.2,ASX,
4:10:40 PM,2.08,389,809.12,ASX,
4:10:40 PM,2.08,1227,2552.16,ASX,
4:10:40 PM,2.08,4943,10281.44,ASX,
4:10:40 PM,2.08,167,347.36,ASX,
4:10:40 PM,2.08,2157,4486.56,ASX,
4:10:40 PM,2.08,1974,4105.92,ASX,
4:10:40 PM,2.08,4000,8320,ASX,
3:59:51 PM,2.09,7,14.63,ASX,
3:59:14 PM,2.09,15,31.35,ASX,
3:58:30 PM,2.09,22,45.98,ASX,
3:57:12 PM,2.09,61,127.49,CXA,
3:57:11 PM,2.09,311,649.99,CXA,
3:57:11 PM,2.09,172,359.48,CXA,
3:57:10 PM,2.09,6982,14592.38,ASX,
3:57:10 PM,2.09,2518,5262.62,ASX,
3:57:02 PM,2.09,60,125.4,CXA,
3:57:01 PM,2.09,7,14.63,ASX,
3:57:00 PM,2.09,301,629.09,CXA,
3:57:00 PM,2.08,2800,5824,ASX,XT
3:57:00 PM,2.08,78,162.24,ASX,
3:57:00 PM,2.08,52,108.16,ASX,
3:57:00 PM,2.08,2800,5824,ASX,
3:57:00 PM,2.08,3880,8070.4,ASX,
3:55:04 PM,2.09,1577,3295.93,ASX,
3:55:04 PM,2.09,200,418,ASX,
3:55:04 PM,2.09,3223,6736.07,ASX,
3:53:10 PM,2.08,120,249.6,ASX,
3:53:09 PM,2.09,910,1901.9,CXA,
3:53:09 PM,2.09,90,188.1,CXA,
3:52:38 PM,2.09,82,171.38,ASX,
3:49:02 PM,2.09,695,1452.55,ASX,
3:49:02 PM,2.09,3505,7325.45,ASX,
3:47:18 PM,2.08,2143,4457.44,CXA,
3:47:18 PM,2.08,257,534.56,CXA,
3:46:10 PM,2.09,431,900.79,CXA,
3:46:10 PM,2.09,489,1022.01,CXA,
3:46:10 PM,2.09,80,167.2,CXA,
3:44:23 PM,2.09,7,14.63,ASX,
3:44:20 PM,2.09,10,20.9,ASX,
3:44:18 PM,2.09,3,6.27,ASX,
3:44:12 PM,2.09,12,25.08,ASX,
3:44:10 PM,2.09,5,10.45,ASX,
3:44:04 PM,2.09,16,33.44,ASX,
3:43:52 PM,2.09,16,33.44,ASX,
3:43:43 PM,2.09,14,29.26,ASX,
3:43:31 PM,2.09,16,33.44,ASX,
3:43:23 PM,2.09,13,27.17,ASX,
3:43:15 PM,2.09,14,29.26,ASX,
3:43:05 PM,2.09,18,37.62,ASX,
3:42:54 PM,2.09,13,27.17,ASX,
3:42:46 PM,2.09,12,25.08,ASX,
3:42:39 PM,2.09,12,25.08,ASX,
3:42:32 PM,2.09,10,20.9,ASX,
3:42:25 PM,2.09,11,22.99,ASX,
3:42:22 PM,2.09,5102,10663.18,ASX,
3:42:16 PM,2.09,15,31.35,ASX,
3:42:11 PM,2.09,11,22.99,ASX,
3:42:03 PM,2.09,10,20.9,ASX,
3:41:57 PM,2.09,9,18.81,ASX,
3:41:47 PM,2.09,19,39.71,ASX,
3:41:41 PM,2.09,11,22.99,ASX,
3:41:32 PM,2.09,9,18.81,ASX,
3:41:26 PM,2.09,10,20.9,ASX,
3:41:16 PM,2.09,108,225.72,ASX,
3:41:15 PM,2.09,570,1191.3,CXA,
3:41:14 PM,2.08,170,353.6,ASX,
3:41:14 PM,2.08,10000,20800,ASX,
3:41:14 PM,2.08,1576,3278.08,ASX,
3:41:14 PM,2.08,621,1291.68,ASX,
3:41:14 PM,2.08,545,1133.6,ASX,
3:41:14 PM,2.08,100,208,CXA,
3:41:14 PM,2.08,4300,8944,CXA,
3:41:14 PM,2.08,276,574.08,CXA,
3:41:14 PM,2.08,301,626.08,CXA,
3:39:35 PM,2.08,401,834.08,CXA,
3:39:35 PM,2.08,1500,3120,CXA,
3:39:35 PM,2.08,99,205.92,CXA,
3:38:43 PM,2.08,300,624,CXA,
3:37:40 PM,2.08,19,39.52,ASX,
3:37:27 PM,2.08,954,1984.32,ASX,
3:35:38 PM,2.08,2482,5162.56,ASX,
3:35:38 PM,2.08,18,37.44,ASX,
3:32:50 PM,2.07,4300,8901,CXA,
3:32:15 PM,2.08,364,757.12,ASX,
3:32:15 PM,2.08,24,49.92,ASX,
3:32:15 PM,2.08,1,2.08,ASX,
3:32:15 PM,2.08,33,68.64,CXA,
3:32:15 PM,2.08,577,1200.16,CXA,
3:32:15 PM,2.08,1,2.08,CXA,
3:31:10 PM,2.07,5540,11467.8,ASX,
3:31:10 PM,2.07,2500,5175,ASX,
3:31:10 PM,2.07,4000,8280,ASX,
3:30:13 PM,2.08,3,6.24,ASX,
3:30:13 PM,2.08,4095,8517.6,ASX,
3:30:13 PM,2.08,49,101.92,ASX,
3:30:07 PM,2.08,1701,3538.08,ASX,
3:30:07 PM,2.08,12809,26642.72,ASX,
3:29:25 PM,2.08,52,108.16,ASX,
3:29:25 PM,2.08,250,520,ASX,
3:29:25 PM,2.08,1039,2161.12,ASX,
3:29:09 PM,2.08,2961,6158.88,ASX,
3:29:09 PM,2.08,52,108.16,ASX,
3:29:09 PM,2.08,1500,3120,CXA,
3:29:09 PM,2.08,7,14.56,CXA,
3:27:53 PM,2.09,189,395.01,ASX,
3:27:53 PM,2.09,26,54.34,CXA,
3:27:53 PM,2.09,12,25.08,CXA,
3:27:53 PM,2.09,1550,3239.5,CXA,
3:27:53 PM,2.09,1,2.09,CXA,
3:27:53 PM,2.09,2000,4180,CXA,
3:27:53 PM,2.09,922,1926.98,CXA,
3:24:33 PM,2.09,28,58.52,CXA,
3:24:32 PM,2.09,9,18.81,ASX,
3:24:32 PM,2.08,36,74.88,ASX,
3:24:32 PM,2.08,2000,4160,ASX,
3:24:32 PM,2.08,1000,2080,ASX,
3:24:32 PM,2.08,52,108.16,ASX,
3:24:32 PM,2.08,480,998.4,ASX,
3:24:32 PM,2.08,2500,5200,ASX,
3:24:32 PM,2.08,4000,8320,ASX,
3:24:32 PM,2.08,382,794.56,CXA,
3:24:32 PM,2.08,1550,3224,CXA,
3:22:25 PM,2.09,40,83.6,ASX,
3:21:26 PM,2.08,950,1976,CXA,
3:21:26 PM,2.08,50,104,CXA,
3:18:40 PM,2.09,4384,9162.56,ASX,
3:15:21 PM,2.09,4867,10172.03,ASX,
3:15:10 PM,2.09,1500,3135,ASX,
3:14:10 PM,2.09,97,202.73,ASX,
3:14:10 PM,2.09,2445,5110.05,ASX,
3:14:10 PM,2.09,55,114.95,ASX,
3:12:33 PM,2.09,2500,5225,ASX,
3:11:34 PM,2.09,5000,10450,ASX,
3:10:14 PM,2.1,390,819,ASX,XT
3:10:14 PM,2.1,61,128.1,ASX,
3:10:14 PM,2.1,549,1152.9,ASX,
3:08:08 PM,2.1,3000,6300,ASX,
3:07:27 PM,2.1,1,2.1,ASX,
3:05:58 PM,2.08,8458,17592.64,ASX,
3:00:18 PM,2.1,450,945,ASX,
2:57:26 PM,2.09,250,522.5,ASX,
2:57:26 PM,2.09,2534,5296.06,ASX,
2:57:26 PM,2.09,136,284.24,ASX,
2:57:26 PM,2.09,4000,8360,ASX,
2:54:49 PM,2.09,2000,4180,CXA,
2:54:22 PM,2.09,1973,4123.57,ASX,
2:54:22 PM,2.09,3027,6326.43,ASX,
2:54:22 PM,2.09,5000,10450,ASX,
2:52:26 PM,2.08,5667,11787.36,ASX,
2:50:57 PM,2.08,31,64.48,ASX,
2:50:57 PM,2.08,52,108.16,ASX,
2:50:57 PM,2.08,4000,8320,ASX,
2:50:57 PM,2.08,2000,4160,CXA,
2:49:37 PM,2.09,1715,3584.35,ASX,
2:49:37 PM,2.09,22,45.98,ASX,
2:49:37 PM,2.09,18,37.62,ASX,
2:49:37 PM,2.09,8245,17232.05,ASX,
2:47:27 PM,2.09,1,2.09,ASX,
2:47:26 PM,2.09,1405,2936.45,ASX,
2:45:43 PM,2.09,14,29.26,ASX,
2:41:00 PM,2.09,335,700.15,ASX,
2:41:00 PM,2.09,1665,3479.85,ASX,
2:39:10 PM,2.09,2335,4880.15,ASX,
2:39:10 PM,2.08,12665,26343.2,ASX,
2:38:46 PM,2.08,470,977.6,ASX,
2:37:28 PM,2.08,7,14.56,ASX,
2:34:19 PM,2.08,2397,4985.76,ASX,
2:33:09 PM,2.08,500,1040,ASX,
2:30:45 PM,2.08,53,110.24,ASX,
2:30:32 PM,2.08,3500,7280,ASX,
2:30:32 PM,2.08,1500,3120,CXA,
2:28:25 PM,2.08,350,728,ASX,
2:28:21 PM,2.07,324,670.68,ASX,
2:28:21 PM,2.07,41,84.87,ASX,
2:28:21 PM,2.07,5000,10350,ASX,
2:28:21 PM,2.07,1500,3105,CXA,
2:28:21 PM,2.07,1928,3990.96,CXA,
2:24:12 PM,2.08,58,120.64,ASX,
2:24:12 PM,2.08,4742,9863.36,ASX,
2:23:49 PM,2.08,955,1986.4,ASX,
2:23:49 PM,2.08,12020,25001.6,ASX,
2:23:02 PM,2.08,1634,3398.72,ASX,
2:23:02 PM,2.08,4976,10350.08,CXA,
2:23:02 PM,2.08,500,1040,CXA,
2:23:02 PM,2.08,90,187.2,CXA,
2:22:30 PM,2.08,41,85.28,ASX,
2:19:41 PM,2.08,230,478.4,ASX,
2:19:34 PM,2.08,1117,2323.36,ASX,
2:19:34 PM,2.08,6227,12952.16,ASX,
2:19:34 PM,2.08,97,201.76,ASX,
2:19:34 PM,2.08,3562,7408.96,ASX,
2:19:34 PM,2.08,24,49.92,CXA,
2:19:34 PM,2.08,90,187.2,CXA,
2:15:57 PM,2.08,438,911.04,ASX,
2:15:57 PM,2.08,19963,41523.04,ASX,
2:00:48 PM,2.08,9,18.72,ASX,
1:59:44 PM,2.07,10000,20700,ASX,
1:55:21 PM,2.09,24,50.16,CXA,
1:55:21 PM,2.08,97,201.76,ASX,
1:55:21 PM,2.08,2469,5135.52,ASX,
1:55:21 PM,2.08,9507,19774.56,ASX,XT
1:55:21 PM,2.08,24,49.92,CXA,
1:55:21 PM,2.08,24,49.92,CXA,
1:52:32 PM,2.08,441,917.28,ASX,
1:52:32 PM,2.08,52,108.16,ASX,
1:51:55 PM,2.08,2004,4168.32,ASX,
1:51:55 PM,2.08,14270,29681.6,ASX,
1:51:55 PM,2.08,5000,10400,ASX,
1:51:55 PM,2.08,2850,5928,ASX,
1:51:55 PM,2.09,3000,6270,ASX,
1:51:55 PM,2.09,824,1722.16,ASX,
1:51:55 PM,2.09,52,108.68,ASX,
1:51:55 PM,2.09,2000,4180,ASX,
1:50:53 PM,2.1,390,819,CXA,
1:50:53 PM,2.1,110,231,CXA,
1:37:48 PM,2.11,9500,20045,ASX,
1:34:29 PM,2.1,38,79.8,ASX,
1:34:29 PM,2.1,52,109.2,ASX,
1:34:20 PM,2.11,3000,6330,ASX,
1:21:37 PM,2.13,30,63.9,ASX,
1:18:43 PM,2.13,417,888.21,ASX,
1:18:43 PM,2.13,1440,3067.2,ASX,
1:18:43 PM,2.13,4000,8520,ASX,
1:18:43 PM,2.13,6969,14843.97,ASX,
1:18:43 PM,2.13,4204,8954.52,ASX,
