symbol,date,open,high,low,close,volume
ASX.AX,2015-01-02,24.722969681103038,24.722969681103038,24.388694802964302,24.58257484436035,173997
ASX.AX,2015-01-05,24.569203703600493,24.729656768293193,24.522405424380736,24.709598541259766,280305
ASX.AX,2015-01-06,24.475602680231113,24.569199221596403,24.19481050582077,24.34189224243164,435167
ASX.AX,2015-01-07,24.261663538001503,24.428800923823534,24.20149397709301,24.36863136291504,421898
ASX.AX,2015-01-08,24.63605706981255,24.709597949773197,24.46223525834502,24.535776138305664,309909
ASX.AX,2015-01-09,24.669484672038273,24.890104744387674,24.636055147163336,24.849990844726562,374871
ASX.AX,2015-01-12,24.736334531289344,24.90347192677103,24.662793669227124,24.70290756225586,218407
ASX.AX,2015-01-13,24.669480502288348,24.68953617357166,24.37531705512377,24.5090274810791,232235
ASX.AX,2015-01-14,24.49565652830446,24.68953652115344,24.335206055150625,24.4488582611084,342399
ASX.AX,2015-01-15,24.40206295259466,24.422118626592017,24.174755962804486,24.268352508544922,521527
ASX.AX,2015-01-16,24.268350939233393,24.56919878131235,24.16138310097359,24.295093536376953,388707
ASX.AX,2015-01-19,24.4689162763199,24.662796287738807,24.388691032058965,24.49565887451172,444167
ASX.AX,2015-01-20,24.3017779872719,24.575883233073164,24.101213608690518,24.48897361755371,384449
ASX.AX,2015-01-21,24.64942168754385,24.903471235714278,24.555825156721635,24.823246002197266,577031
ASX.AX,2015-01-22,24.823250861277256,24.823250861277256,24.669484737639458,24.72965431213379,548852
ASX.AX,2015-01-23,24.876733909810504,25.197637462157722,24.849991309536218,25.177581787109375,638050
ASX.AX,2015-01-27,25.271174789083773,25.46171132623143,25.251119116851715,25.411569595336914,551216
ASX.AX,2015-01-28,25.37145790519924,25.51185270953957,25.224376176663075,25.471738815307617,353418
ASX.AX,2015-01-29,25.237746599546423,25.5319074961035,25.237746599546423,25.46505355834961,598615
ASX.AX,2015-01-30,25.5319106308179,25.772588916784315,25.391515814109013,25.498483657836914,1019043
ASX.AX,2015-02-02,25.41157008970592,25.906297933674434,25.404885715603317,25.826072692871094,588966
ASX.AX,2015-02-03,25.906300006689186,26.106864399903856,25.83944605905584,26.040010452270508,488742
ASX.AX,2015-02-04,26.407708782175757,26.521360988226665,26.20714441541196,26.380966186523438,602363
ASX.AX,2015-02-05,26.374280006931006,26.574844359962235,26.267312181960072,26.487932205200195,505908
ASX.AX,2015-02-06,26.528053378850526,26.77541606382199,26.434456825094557,26.54810905456543,586798
ASX.AX,2015-02-09,26.52136496078942,26.748671957253222,26.467882311788056,26.68181800842285,310141
ASX.AX,2015-02-10,26.715243664538033,26.802155833980454,26.487936679291,26.628334045410156,444302
ASX.AX,2015-02-11,26.862325331419324,27.183228859656076,26.73530181513224,26.835582733154297,456282
ASX.AX,2015-02-12,27.07626375672142,27.18991598537631,26.40771403433324,26.507997512817383,760097
ASX.AX,2015-02-13,26.708560488686302,27.230028428113176,26.528051767273617,27.062891006469727,807191
ASX.AX,2015-02-16,27.17654409381294,27.57767286075263,27.156485870245803,27.5576171875,441181
ASX.AX,2015-02-17,27.55761415960889,27.811661160610527,27.377105469225057,27.45733070373535,458931
ASX.AX,2015-02-18,27.81166327744961,28.15930938720703,27.718066738344614,28.15930938720703,899401
ASX.AX,2015-02-19,28.259597064237106,28.547073648816482,28.1994274872248,28.37993621826172,599227
ASX.AX,2015-02-20,28.413358317070827,28.58049571893595,27.93200178359868,28.072399139404297,500652
ASX.AX,2015-02-23,28.199425558492525,28.86797523498535,28.085770787325142,28.86797523498535,616810
ASX.AX,2015-02-24,28.874658570840616,29.078566418860476,28.520328071147205,28.961570739746094,545480
ASX.AX,2015-02-25,29.0685405339404,29.362701482653012,28.807806560031427,29.24236488342285,571574
ASX.AX,2015-02-26,29.075227459089948,29.262420558242095,28.938173546985915,29.24236488342285,531477
ASX.AX,2015-02-27,29.315898980098964,29.65686070474283,29.07522326603277,29.50977897644043,1256447
ASX.AX,2015-03-02,29.26910420640406,29.930969512468486,29.26910420640406,29.763832092285156,658932
ASX.AX,2015-03-03,29.930973582228795,30.332102425085033,29.23568120765066,29.489730834960938,578182
ASX.AX,2015-03-04,29.36203664890754,29.744426901140315,29.211811441812433,29.21864128112793,1765926
ASX.AX,2015-03-05,29.088901090916515,29.23229906700965,28.194384875512778,28.542631149291992,928182
ASX.AX,2015-03-06,28.46751699944924,28.9523339883572,28.36509285616308,28.918190002441406,753288
ASX.AX,2015-03-09,28.877221168962183,29.0684149855087,28.679197513355927,29.02061653137207,543921
ASX.AX,2015-03-10,28.972817517057624,29.177668402942523,28.771378945816235,28.863563537597656,627597
ASX.AX,2015-03-11,28.54263600724592,29.027450500151783,28.48118046555215,28.856740951538086,552729
ASX.AX,2015-03-12,28.822595168705178,29.293755118134943,28.699684104055727,29.259611129760742,530604
ASX.AX,2015-03-13,29.25960774548549,29.36203448911984,28.795277689364948,29.12986946105957,357566
ASX.AX,2015-03-16,29.198155358529796,29.403008867816453,28.856736316146133,29.245956420898438,338720
ASX.AX,2015-03-17,29.49860301855784,29.532744398632655,29.143526935175032,29.25278091430664,533525
ASX.AX,2015-03-18,29.450806326265603,29.566887546424194,29.047931765727306,29.21864128112793,644561
ASX.AX,2015-03-19,29.300579503857772,29.532744536196407,29.11621292481059,29.170841217041016,799909
ASX.AX,2015-03-20,29.04793615192509,29.566892010983583,29.034279076052382,29.54640769958496,506386
ASX.AX,2015-03-23,29.54640355774832,29.566887866275437,29.17767037533714,29.286924362182617,315721
ASX.AX,2015-03-24,29.19132592336567,29.38934957817814,29.054757795742574,29.293752670288086,433853
ASX.AX,2015-03-25,29.300578208820458,29.430316489902992,29.13669594419284,29.19132423400879,432273
ASX.AX,2015-03-26,29.020617953759015,29.047932101695945,28.692855992977375,28.72699737548828,374921
ASX.AX,2015-03-27,28.54945601311186,28.590424623580756,28.190965042588445,28.481170654296875,1302710
ASX.AX,2015-03-30,28.330948246803423,28.528969276520662,28.105610468574,28.262662887573242,627317
ASX.AX,2015-03-31,28.337780758173157,28.61774427110927,28.242183842266275,28.276325225830078,726997
ASX.AX,2015-04-01,28.091955985191575,28.50507267852435,28.06464183898271,28.337778091430664,636462
ASX.AX,2015-04-02,28.24900494569499,28.48799978840972,28.14658081723442,28.15340805053711,717387
ASX.AX,2015-04-07,28.3172966802061,28.740655570459204,28.25584114736124,28.365095138549805,600799
ASX.AX,2015-04-08,28.344604117977887,28.508486383428682,28.20120876372109,28.41288948059082,419422
ASX.AX,2015-04-09,28.67236929693786,29.095728135425908,28.67236929693786,28.993301391601562,528049
ASX.AX,2015-04-10,29.102558293415413,29.23912643062901,28.965990156201816,29.136699676513672,340243
ASX.AX,2015-04-13,29.191334644672352,29.525926527071775,29.184507408420636,29.471298217773438,378158
ASX.AX,2015-04-14,29.211812758569426,29.676142869774996,29.211812758569426,29.430320739746094,359037
ASX.AX,2015-04-15,29.84002228712618,29.95610350134897,29.50543050792927,29.901477813720703,747890
ASX.AX,2015-04-16,30.038048509047446,30.038048509047446,29.11621553128921,29.362037658691406,727169
ASX.AX,2015-04-17,29.225469486541964,29.403008847156244,28.918191827648464,28.938678741455078,457387
ASX.AX,2015-04-20,28.74065444945675,28.938678114768734,28.41289248867511,28.72699737548828,538286
ASX.AX,2015-04-21,28.740650926968513,28.829420594473568,28.522142979894678,28.679195404052734,1022885
ASX.AX,2015-04-22,28.679198620263627,29.047931799109648,28.67237138576077,28.774795532226562,568224
ASX.AX,2015-04-23,28.815767973091166,28.82942504749529,28.36509493703745,28.699684143066406,655632
ASX.AX,2015-04-24,28.91819208458351,29.259611129760742,28.89088054063298,29.259611129760742,547555
ASX.AX,2015-04-27,29.32105798625766,29.471283155228004,28.74747405588522,29.36885643005371,639414
ASX.AX,2015-04-28,29.362036666558335,29.532746182061583,29.157185768918538,29.3347225189209,568801
ASX.AX,2015-04-29,29.382526208593077,29.430324673062376,28.75431632995606,28.754316329956055,533408
ASX.AX,2015-04-30,28.679197094494977,28.81576522067093,28.412890681103068,28.78162384033203,587984
ASX.AX,2015-05-01,28.815767671109697,28.870393363333132,28.65871522433903,28.747482299804688,468521
ASX.AX,2015-05-04,28.87722276832323,29.157186274409387,28.77479601531734,29.068416595458984,388370
ASX.AX,2015-05-05,29.293758765627416,29.642005088948785,29.10939214569695,29.416669845581055,549207
ASX.AX,2015-05-06,29.020614396958123,29.041098702989984,28.580183583531745,28.679195404052734,826740
ASX.AX,2015-05-07,28.337776884126715,28.494829310906095,27.8939311440135,28.41288948059082,759642
ASX.AX,2015-05-08,28.67919465568981,28.965985351933046,28.61773913437767,28.740650177001953,490675
ASX.AX,2015-05-11,28.747484590242294,28.918194124875136,28.037334905833465,28.139759063720703,770835
ASX.AX,2015-05-12,28.187553524066942,28.62456945392528,28.098786454128497,28.54945945739746,608587
ASX.AX,2015-05-13,28.453862385967245,28.74065574256752,28.34802331397532,28.706514358520508,519053
ASX.AX,2015-05-14,28.70651740642909,28.808941569444983,28.429966175198082,28.767972946166992,483830
ASX.AX,2015-05-15,28.979641298233638,29.245950283455596,28.925015617422485,29.12303924560547,398934
ASX.AX,2015-05-18,29.09573364800541,29.164016420278536,28.788455963134766,28.788455963134766,423406
ASX.AX,2015-05-19,28.788448431955118,28.863561024698257,28.22852151036821,28.262662887573242,644142
ASX.AX,2015-05-20,28.37874640283664,28.672366932444422,28.11926725008137,28.310461044311523,572536
ASX.AX,2015-05-21,28.31046171429187,28.481171207414448,28.160239131621697,28.269493103027344,646348
ASX.AX,2015-05-22,28.385579447891217,28.42655067139466,28.30363960570495,28.365095138549805,390587
ASX.AX,2015-05-25,28.35826765478656,28.80211349607473,28.303641957064492,28.65871810913086,371327
ASX.AX,2015-05-26,28.74748098962907,28.87039204755581,28.48117456572796,28.651884078979492,461522
ASX.AX,2015-05-27,28.522141124259054,28.58359664317657,28.09878232994953,28.289976119995117,433251
