US2.AMAT,0,20130102,093001,11.660000000,100
US2.AMAT,0,20130102,093001,11.680000000,100
US2.AMAT,0,20130102,093001,11.680000000,112
US2.AMAT,0,20130102,093001,11.680000000,171
US2.AMAT,0,20130102,093001,11.680000000,100
US2.AMAT,0,20130102,093001,11.670000000,151
US2.AMAT,0,20130102,093001,11.670000000,249
US2.AMAT,0,20130102,093002,11.650000000,100
US2.AMAT,0,20130102,093002,11.650000000,100
US2.AMAT,0,20130102,093002,11.660000000,100
US2.AMAT,0,20130102,093005,11.680000000,100
US2.AMAT,0,20130102,093010,11.690000000,108
US2.AMAT,0,20130102,093010,11.690000000,100
US2.AMAT,0,20130102,093010,11.680000000,100
US2.AMAT,0,20130102,093012,11.670000000,100
US2.AMAT,0,20130102,093012,11.670000000,100
US2.AMAT,0,20130102,093014,11.670000000,100
US2.AMAT,0,20130102,093014,11.670000000,100
US2.AMAT,0,20130102,093030,11.690000000,100
US2.AMAT,0,20130102,093044,11.710000000,100
US2.AMAT,0,20130102,093055,11.700000000,100
US2.AMAT,0,20130102,093055,11.700000000,100
US2.AMAT,0,20130102,093055,11.700000000,500
US2.AMAT,0,20130102,093055,11.700000000,100
US2.AMAT,0,20130102,093055,11.700000000,100
US2.AMAT,0,20130102,093055,11.700000000,100
US2.AMAT,0,20130102,093055,11.670000000,100
US2.AMAT,0,20130102,093055,11.630000000,400
US2.AMAT,0,20130102,093055,11.650000000,100
US2.AMAT,0,20130102,093058,11.695000000,100
US2.AMAT,0,20130102,093058,11.695000000,100
US2.AMAT,0,20130102,093106,11.695000000,100
US2.AMAT,0,20130102,093106,11.690000000,100
US2.AMAT,0,20130102,093113,11.700000000,200
US2.AMAT,0,20130102,093113,11.700000000,200
US2.AMAT,0,20130102,093117,11.700000000,700
US2.AMAT,0,20130102,093117,11.700000000,100
US2.AMAT,0,20130102,093117,11.700000000,100
US2.AMAT,0,20130102,093117,11.700000000,100
US2.AMAT,0,20130102,093117,11.700000000,200
US2.AMAT,0,20130102,093117,11.700000000,2700
US2.AMAT,0,20130102,093128,11.710000000,700
US2.AMAT,0,20130102,093128,11.710000000,100
US2.AMAT,0,20130102,093129,11.710000000,1300
US2.AMAT,0,20130102,093129,11.710000000,800
US2.AMAT,0,20130102,093129,11.710000000,100
US2.AMAT,0,20130102,093129,11.710000000,300
US2.AMAT,0,20130102,093129,11.710000000,100
US2.AMAT,0,20130102,093129,11.710000000,500
US2.AMAT,0,20130102,093129,11.700000000,100
US2.AMAT,0,20130102,093140,11.710000000,100
US2.AMAT,0,20130102,093140,11.710000000,100
US2.AMAT,0,20130102,093206,11.720000000,100
US2.AMAT,0,20130102,093206,11.720000000,600
US2.AMAT,0,20130102,093206,11.720000000,400
US2.AMAT,0,20130102,093217,11.720000000,100
US2.AMAT,0,20130102,093232,11.720000000,1397
US2.AMAT,0,20130102,093232,11.720000000,100
US2.AMAT,0,20130102,093232,11.720000000,100
US2.AMAT,0,20130102,093232,11.720000000,100
US2.AMAT,0,20130102,093232,11.720000000,100
US2.AMAT,0,20130102,093236,11.710000000,681
US2.AMAT,0,20130102,093236,11.710000000,100
US2.AMAT,0,20130102,093236,11.710000000,500



